posts,angry,fear,happy,neutral,sad,surprise,type
杨紫和某丽有啥过节，都不是同一年龄赛段的啊，为啥我在我幂熟悉的黑稿评论看到有黑称id把杨紫带上了，还有[name]提名也是一堆上窜下跳质疑古偶提名不公的还带黑称不要太明显我是想说谁才是真正的营销大户，各种app给你控制的无短板啊，到处假装路人蹦哒，赚的奶粉钱作孽回馈给小孩,1.0,0.0,0.0,0.0,0.0,0.0,ENFP
侄子侄女太挑食了，很多菜不吃，这不吃 那不吃，西红柿、豆腐、芋头… 不吃，也不好好吃饭，每天晚上就吃一点点米饭。一到晚上[num]点多就肚子饿了，吃零食，吃水果…就应该让他们饿一两天，看他们吃不吃 ,0.3,0.0,0.07,0.21,0.48,0.0,ENFP
虽然不知道能不能回去，但是姐弟三个人出来一齐从屋里走出来，说好饿，睡不着。 ,0.0,0.13,0.0,0.15,0.85,0.06,ENTJ
#[name]霍建华混合体# 求别蹭 那可是霍建华诶 what’s your name ,0.27,0.05,0.05,0.08,0.12,0.34,ESTJ
不想忙，闲的时候又不知道想干嘛，想回家摸我的琴，想摸可乐，我的生活很枯燥啊 ,0.43,0.0,0.0,0.0,0.72,0.0,INFJ
我以为我可以毫不在意 但是每当回忆泛涌的 时候 我泛红的眼和无奈的叹息 我就知道我骗不了自己 ,0.0,0.0,0.09,0.0,0.96,0.0,ENFP
本来在高高兴兴化妆 突然上来一个帅哥站在我们后面 我朋友自拍他正好回头把他拍下来了 我真的笑死 全程举着镜子偷看 ,0.0,0.0,0.67,0.05,0.0,0.32,ENFP
“未来”这两个字只有上学的人才会用到，上班的人哪有什么未来啊 ,0.43,0.0,0.0,0.12,0.2,0.19,ISFP
新宿舍关系太融洽氛围太好舍友对我太好以至于假期都没有想跑回家找妈妈的念头，皮都展开了，精神状态良好程度达到上大学以来的巅峰 ,0.07,0.0,0.91,0.0,0.0,0.0,ENFP
杨博文ybw🎊#杨博文 最强主舞#🎊#杨博文 四代第一主舞#愿你是披荆斩棘的大英雄，也是能被人疼爱的小朋友【杨博文】【日常舞蹈训练-[num]】@tf家族-杨博文ybw网页链接 ,0.0,0.1,0.58,0.4,0.0,0.0,INFJ
还是百香果味的啤酒最好喝但是太甜了喝的时候很有负罪感ծ‸ծ ,0.15,0.0,0.06,0.12,0.72,0.0,ISFP
——               可是“公平正义”真的很难。 ,0.17,0.0,0.0,0.24,0.42,0.0,INFP
#[address]暴雨# ，还好没太大影响今日进程毕业答辩结束愿前程似锦最后，变新娘，变天后，都是理想 ,0.06,0.0,0.89,0.0,0.0,0.0,ENFJ
#余景天gq红毯#到底谁会不喜欢什么风格都能驾驭的小天同学！！！今日新中式风格也诠释得狠好哇！ ,0.14,0.0,0.7,0.0,0.0,0.24,ENFP
每次刷到一个吃播，我都觉得有点违和感（挠头因为他和我室友是一个地的人，口音和我室友一模一样，但是他长得像我室友对象没敢和我室友说，我怕她骂我脸盲 ,0.3,0.27,0.0,0.16,0.26,0.12,ISTP
黄昏与雨过天晴的彩虹🌈好事花生（p[num]是从pyq偷的我家窗户拍不着 ,0.0,0.0,0.48,0.19,0.23,0.1,ISTP
昨天是像丢了魂一样走回出租房，没洗漱直接倒在床上，双腿像灌了铅，身体像冻僵了，但是很晚才睡着。今天是边大哭边下班走回出租房，然后迅速哭着洗漱，也没有做明天的饭，衣服也不打算洗了，就这么一直哭下去吧。我是废物我活该我活该 ,0.47,0.07,0.0,0.0,0.67,0.0,INTP
终于把所有能解锁的钻石都解锁了，已经有[num]钻了，离目标又近了一步！ ,0.0,0.0,0.9,0.0,0.0,0.12,INFJ
#乘风破浪的[name]# #乘风[num]# [name]❤️从小我就爱❤️后来又爱上了无数个姐❤️但都不是她❤️我别的姐不能精通五国语言❤️我别的姐不会拿菜刀炒菜❤️我别的姐不会把烤箱烤化❤️我别的姐不会冒着雨朝我走来❤️我别的姐不会拜拜时候挥手挥到手酸❤️我别的姐不会对我唱我想我是你的女人❤️,0.0,0.0,0.24,0.21,0.52,0.0,ENFJ
热血沸腾！#bilibili# 黑神话悟空的视频《黑神话：悟空》现已开启预购 | [num].[num].[num]，直面天命 ,0.0,0.07,0.64,0.34,0.0,0.06,ENFP
代购就该死拿着高昂的代购费 本意是想凑一套小狗的台历后续 等了三个多月了 别说凑套了 一样的卡给我四张 要是量不大凑不了就别接 我切一套的话都可以到了 ,1.0,0.0,0.0,0.0,0.11,0.0,ESFJ
#nct#@nct[num] @smtown @nct_official 请问呢 是不是忘记发金道英solo的公告了 ,0.0,0.0,0.0,0.35,0.23,0.49,ENFP
莫名相似，火力少年王这个人物插画还挺好看的，我把第一部看完了 ,0.0,0.0,0.8,0.08,0.0,0.16,INTP
工作哪有命重要，男人当牛马用，女人当男人用，我是钢铁侠吗一个人干n个活，我请问呢，催催催一个个像急着去死一样，说什么扣绩效几个钱啊天天拿绩效说事，神经病一堆，还怪我没提醒你，我快忙死了好吗，滚 ,1.0,0.0,0.0,0.0,0.0,0.0,INFP
越多的破事儿等着我去做我就越不想做已经预料到后面后悔到哭死的自己了但是没办法开始的路上总是苦难重重就像跑步总遇到烧烤摊它都在我眼前了我吃一口是我的错吗 ,0.0,0.0,0.0,0.0,0.98,0.0,INTP
有时候也会突然怀疑我做的这一切到底有没有意义，但其实不能去想，第一我还没做到，第二走过的路就不算白走 ,0.0,0.0,0.07,0.16,0.63,0.0,ISFJ
新买的电动车，被淋了一天的雨，想着快下班就推到公司车库，然后现在来坐地铁，发现雨停了 ,0.12,0.06,0.0,0.1,0.65,0.26,INFJ
offgun#哈哈有在努力追星# 祝滚宝生日快乐🎂新的一岁收到多多的工作，有多多的money入库，天天开心 ,0.11,0.0,1.0,0.0,0.0,0.0,ISFJ
#韩国电视台报道ive[name]争议#一天就在这偷偷偷偷这么严重还敢来[address]开演唱会，你就说能不能封杀了吧 ,1.0,0.0,0.0,0.07,0.0,0.09,ISFJ
[name]太太你拿我当黑奴使，老子在教室给你p一上午图你到底哪来的这么多要求 ,1.0,0.0,0.0,0.0,0.0,0.14,ISFP
每日一善#阳光信用# #每日一善# 一个善良的人，就象一盏明灯，既照亮了周围的人，也温暖了自己，善良无须灌输和强迫，只会相互传播。所以，做人不一定要顶天立地，轰轰烈烈，但一定要善良真诚。人心，不是求来的，而是善来的。你施人温暖，人才会予你阳光，你施人真心，人才会予你和善。,0.0,0.0,0.88,0.34,0.0,0.0,INFP
大半夜的好想吃肉，我惦记着我晚上腌制好的去皮鸡腿排！！我真的自制力超级差，什么囤的东西只要喜欢就能不停吃，大晚上已经吃了四五根冰棍了 ,0.35,0.0,0.16,0.0,0.56,0.0,INFP
国产乙游怎么男主的发色如此贫瘠，都有漂[num]度的白毛了为啥不能有红毛绿毛紫毛啥的，总裁只能姓[name]沈，乙游男主也只能染黑白棕？ ,0.48,0.0,0.0,0.18,0.25,0.37,INFJ
阴天 下雨 傍晚 返校 又要回到高三的牢笼里 压抑 精神上的折磨与迷茫是无措又致命的 我有时确实享受孤独 但也畏惧孤独 心里萌发的难过 没有根源却能徘徊很久 唉 我讨厌下雨 ,0.17,0.0,0.0,0.0,0.86,0.0,INFJ
好平静这种连面试都没走不到只能等着收拒信的任人宰割的感觉太平静了，好平静啊，平静到死了也会欣然接受的 ,0.0,0.08,0.91,0.0,0.06,0.0,INFJ
我妈刚刚打电话和我说“我庆幸你个傻孩子已经从艺校毕业了，不是学生了，不然我现在得多担心你”只能说，虽然和我妈不常见面，但最了解我性子的还是我妈但现在我也不一样了，开始学会稳重，顾全大局，不知道对以后是好事坏事！只希望那份初心不变，热血不变！ ,0.0,0.08,0.78,0.0,0.2,0.0,INFP
纯白恶魔宝宝们！咱是怎么知道攻叫加百列的来着！我全文搜索没搜到这个名字哇，但是我也觉得就是加百列来着嘶—— ,0.3,0.07,0.16,0.07,0.0,0.38,ESFP
[num]放弃很容易，但你最终会一无所得。坚持更难，但你最后一定会有所收获。 ,0.0,0.0,0.78,0.2,0.18,0.0,ISFP
日落是免费的，春夏秋冬也是，不要觉得人生多么无望，希望你过得快乐。 ,0.0,0.0,0.96,0.0,0.0,0.0,ENTP
感觉咬肌有一块很大很大的肌肉 想把它打下去 但是咨询师告诉我不能打 不然我的脸容易垮 但我现在摸起来感觉脸大了一块 而且脸左右不对称 到底要不要去打肉毒呢 ,0.11,0.09,0.0,0.24,0.64,0.1,INFP
同样是零基础自学两年，别人已经[num]w粉靠画画吃饭，我还是个废物在苦苦挣扎，好羡慕有天赋的人……活该别人赚钱 ,0.57,0.0,0.07,0.0,0.42,0.07,INTJ
#腾讯音乐由你榜# ｜#喻言新歌ignite#  喻言说她把所有的浪漫都用在我们身上了，似乎是的，她一直都是一个很有巧思的人。能够和[name]遇见，是我的幸运。酷狗音乐：网页链接@[name]_yuyan ,0.08,0.0,0.8,0.17,0.0,0.0,INFP
是谁今年又能去鸟巢听五月天啦是我！而且今年是内场啊啊啊啊啊啊啊 ,0.51,0.06,0.06,0.05,0.06,0.33,ENFJ
重新给自己整一个话题 以后把我的卡片子和拆专记录在专属话题里#az card#   差不多入卡圈有一年左右时间吧刚入坑买专的时候想着自己应该不会太在乎卡这个东西  时间证明人最硬的地方是自己的嘴 ,0.06,0.0,0.5,0.17,0.18,0.0,ENFP
好烦，妈的无聊，但今天没忍住表达了我的无聊感觉是不是伤到别人了无所谓真的很无聊 ,0.89,0.0,0.0,0.0,0.29,0.0,ENTP
最近点是真的背，前天晚上要同事聚餐，结果早上起来头疼到我呕吐，靠布洛芬压了下来今天要打羽毛球，昨天腰闪了一小下，靠🇯🇵膏药压了下来 ,0.0,0.15,0.0,0.07,0.64,0.13,ISFJ
觉察是对自己感受的感受，而不是对问题的思考，某种程度来说，大脑和身体不是一回事，大脑会掩盖很多问题。 ,0.0,0.0,0.22,0.77,0.0,0.0,ISFP
刚！碰到！一个！穿旗袍特别美的姐姐呜哇lucky day。走路也好好看 ,0.05,0.0,1.0,0.0,0.0,0.08,ESFP
韩知城 跳着跳着围巾掉了🤭但是反应很快 刷一下就捡起来了 不当花心大萝卜的微博视频 ,0.29,0.1,0.16,0.27,0.22,0.17,ESFJ
上微博，#cba季后赛#参与#季后赛谁是大赢家# 抽奖活动，解锁刮刮卡赢取超多好礼！网页链接 ,0.0,0.0,0.39,0.51,0.0,0.1,ENFJ
#时代少年团嘉人拍立得花絮图#扬少年之帜，立少年志气。[address][name]碰撞时尚热血，@时代少年团 带你领略青春与美的双重体验。 ,0.07,0.0,0.53,0.49,0.0,0.07,ESFP
上班日记今天不太开心，我们组有个叫高桥的蛮好的前辈要异动了，这意味着我们剩余的人工作量加大，还少了一个对我很好的人。我刚开始是不太喜欢他的，后来发现他很踏实，工作里肯动脑子，还总是帮我，教我很多东西。今天高桥说，他要异动去总部了，这个月或者下个月就要离开这里，我真的受不了，感 ...全文,0.12,0.0,0.47,0.22,0.31,0.07,ENTJ
#[name][name]新剧开机宴路透#期待[name]准备n刷我们的爆剧少年歌行了 ,0.0,0.07,0.77,0.13,0.0,0.13,ISTJ
鹿晗#鹿晗愿望季##鹿晗愿望季# 🌟鹿晗#全世界最帅的老板# 💫鹿晗☀鹿晗#gucci品牌代言人鹿晗#✨你是远方星球的引力 所以我潮汐不止 @鹿晗吧数数 ,0.0,0.0,0.51,0.24,0.17,0.07,ISTP
#小美满# 这一首歌听着学着唱着，给我很不一样感觉，就像一场新的告白，同时意味着一场不动声色的告别，告别过去经年，告别那个教我跟唱十八岁歌曲的人，告别那个特别真诚，对我很好，很好，但终究从我的执念里消失殆尽，成为一个普通的、一般的、不远不近的、还行的那个人。既然是路一定有转弯，所以执念会消失。,0.15,0.0,0.53,0.11,0.55,0.0,INFP
今天吃了煎茄子，板栗酥，坚果，但具体还不清楚是哪个造成我现在胃痛想吐？做饭先告一段落，别给自己整食物中毒了我的体质是真不适合吃零食 ,0.28,0.08,0.0,0.07,0.62,0.08,INFJ
[name]祎jjy#[name]祎姜黎非# jjy#[name]祎花间令# jjy#[name]祎仙剑奇侠传四# “把轻微细节放大 用文字来吞噬身体 他们不会放过任何一个人 也没有任何人来同情”@[name]祎 ,0.35,0.13,0.17,0.32,0.11,0.0,ENFP
lili姐的一生 始于男友力 终于男友力 有始有终 佩服👐 ,0.0,0.0,0.85,0.06,0.0,0.0,ENTJ
很想试试卡姿兰的粉底液，但是不敢用……【】之后半年没敢用任何化妆品了，主打一个回归自然 ,0.0,0.0,0.08,0.32,0.61,0.0,INFP
在神奇的[address]留下ip，地上的人多的反而地铁里人少的很。每一家有名气的饭店门口都坐满了人。城市不大，街口人头攒动，路上行人匆匆。 [address] ,0.0,0.14,0.38,0.31,0.18,0.19,ENFP
电视剧终极笔记 好可爱好可爱的天真宝宝好可爱的吴小狗 什么人间小甜豆啊 我一口一个cr.别至春山 ,0.0,0.0,0.83,0.0,0.14,0.0,ESFP
所以京东到底是不是kpi面啊(´•ω•̥`)今天又是严重便血的一天我真的哭了 ,0.19,0.1,0.0,0.0,0.86,0.0,ENTP
起早贪黑小半年就为了今天放出数据那一刻的哇这都是老娘应得的 ,0.52,0.0,0.22,0.0,0.08,0.17,ENFP
[name]看看我！在线蹲一个翻牌~亲爱的[num].[num]岁宝宝，[address][address][address][address][address]狠狠需要一场演唱会 ,0.24,0.05,0.57,0.0,0.17,0.0,ESFJ
知道ccd就是骗局但还是买了…买完发现n年前我妈给我买的相机现在被奉为拍照神机…这究竟是我的福还是我的祸🧎♀️➡️🧎♀️➡️ ,0.12,0.07,0.05,0.1,0.31,0.3,ENTP
#檀健次# 💛#檀健次[name]# 好激动 好激动 一个人去的 还有点紧张 啊啊啊啊 ,0.0,0.18,0.8,0.0,0.0,0.12,INFJ
我喜欢和正能量的朋友一起玩！我的朋友们可以偶尔吐槽学校 吐槽舍友 吐槽课程 吐槽一切 但是也要分享生活中的美好 自拍 美食 小狗小猫 冰淇淋 阳光 热爱生活的证据。如果全是前面的吐槽，那么我不喜欢，并且我会远离。 ,0.12,0.0,0.76,0.1,0.14,0.0,ENFJ
[name] 又要上班 连上[num]天 [num]天里面休一天这感觉已经超过人类极限了今天早上真的起不来 困得要死 ,0.45,0.07,0.0,0.0,0.4,0.06,ESFJ
我先活着，其他另说，缘由和米亏都无法治愈我破碎的心灵，谁学校期中过得跟期末一样……… ,0.43,0.0,0.0,0.0,0.63,0.0,INFP
#微博头像挂件#我正在使用“小雪人”会员专属头像挂件，你也快来带上吧！ 头像挂件：小雪人 ,0.0,0.0,0.52,0.48,0.0,0.0,ISTJ
每日一善 #阳光信用 每日一善#  #每日一善# 想而奋进的过程，其意义远大于未知的结果。上有天，下有地，中间站着你自己，做一天人，尽一天人事儿。努力向上的开拓，才使弯曲的竹鞭化作了笔直的[name]。  ,0.0,0.0,0.82,0.28,0.0,0.0,ISTJ
丝带的事哔朋友圈我真艹了大眼你 超话发起人还得自己努力升级申请主持 ,0.95,0.0,0.0,0.0,0.06,0.0,ISTP
[name]zh💙#[name] 三代唯一rap担#💙#[name] 顶级门面实力ace# “我们的肉体虽然是生下来就开始慢慢走向“消逝”，但我们的精神不是”。—[name]@tf家族-[name] ,0.0,0.06,0.36,0.46,0.09,0.07,INFP
忙活了半天买了退，退了买最后还是穿艾克斯欧学院服去👉👈真庆幸当时也买了蓝色的 ,0.0,0.0,0.79,0.0,0.19,0.09,ENFP
#恋与深空#与[name]一起，探寻利莫里亚的失落传说。前往结识全新搭档身份【[name]·潮汐之神】，还可免费获取四星日冕套装思念「[name]·碧海梦眠」「[name]·碧海愈痕」、十连券、[num]钻&gt;&gt;&gt; ,0.0,0.0,0.11,0.82,0.11,0.0,ENFP
我真的特别讨厌现在所有人都在娱乐化大学生，我觉得最开始就是企业为了理所当然降低应届生工资而宣传的套路，把大学生渲染成什么都不懂的愚蠢模样，顺理成章当廉价劳动力 ,1.0,0.0,0.0,0.0,0.0,0.0,ESFP
独家视频丨习近平同塞尔维亚总统举行会谈：开启中塞关系更加浓墨重彩的历史篇章　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　... 网页链接 ,0.0,0.1,0.18,0.71,0.0,0.19,ISTJ
我决定认真记一下《love story》的歌词，每次在club听见and known as a 资深霉粉，但无法完全跟唱尊嘟很尴尬😅但这首真的是我完全不会自主去听的哈哈哈哈 ,0.09,0.0,0.89,0.06,0.17,0.0,INFJ
今天终于可以早点睡了感觉其实兰州大学的一年也还是有用数学还是蛮扎实的 ,0.0,0.0,1.0,0.0,0.0,0.0,INFJ
我太爱吃面包了  每次一吃完牙龈就肿痛 每次肿痛的时候我都在发誓 下次在无节制吃我就是狗 然后我就在一次次变成狗  牙龈肿痛比口腔溃疡还痛  #救救我# ,0.45,0.15,0.0,0.0,0.62,0.0,ISTP
为什么我的excel长得和学校的电脑不一样 和网上的人的也不一样。我还是喜欢wps。可是作业要求excel ,0.14,0.0,0.0,0.28,0.26,0.35,INFJ
等我水痘好了 我要早上吃螺蛳粉 中午吃[address]炒米粉 晚上吃火锅 第二天吃烧烤 烤冷面 卤味 每天一杯奶茶。这吃播看得我太馋了 ,0.08,0.0,0.56,0.13,0.24,0.12,INFP
有的话我在脑子里翻来覆去地改措辞最后还是没说出去 于是在梦里捏造一个我们对话的场景 ,0.11,0.0,0.0,0.28,0.43,0.09,ENFJ
#jennie[超话]# 牛牛的 收藏破[num]w了才一周！！！ ,0.22,0.0,0.55,0.0,0.0,0.31,INTJ
摩登兄弟反黑大队端午[address]啊！[甜粽党][咸粽党][我最粽意你]每日一呼！本人主超[num]级，较好，呼较好及以上，不可白嫖！不可私自取关！若有需要需互相移除，求活跃！ 你先我后，谢谢哦哦哦！养娃，求路过踢踢 ,0.0,0.0,0.91,0.14,0.0,0.0,ISFP
论如何将p[num]做成了p[num]做饭心路历程be like：感觉没熟 算了加点水吧应该熟了 算了饭扔进去拌一拌吧 ,0.09,0.0,0.27,0.27,0.37,0.0,ISTJ
nct西珍妮 出星mk 指定[num]➕[num]包国际，有开车经验星吧下单放心来！ ,0.0,0.0,0.59,0.37,0.0,0.05,ISTP
桐真 zlz进入[name]，看到一个人正在吃番茄汤的麻辣烫，上前拍了拍那个人的后背：您好，我能尝尝这个番茄汤是什么味道的吗？ ,0.0,0.07,0.17,0.63,0.0,0.32,ENFP
我*******预知梦你******好好好…被玩弄在掌心的无知小姑娘。。。不知道，也许是预知梦，也许是夜有所思梦有所想。不过有些梦到的，因为事先发现，所以改变了轨迹。。。然后倒大霉，好耶！噜噜噜噜噜噜噜噜噜噜～ ,0.15,0.0,0.18,0.0,0.54,0.06,ENFP
小美女的颜我吃了差不多十年，最近既欣慰又难过地发现他大抵应该似乎确实是老了。有点遗憾去年没去看话剧，[num]岁以后保鲜度一年一个坎。 ,0.0,0.05,0.15,0.12,0.87,0.0,INFJ
哎呦今天参加婚礼去了。。还记得原先都是呲水枪的小屁孩（好吧只有我是小屁孩其他人都比我大四五岁），这么多年了都😇😇 ,0.0,0.0,0.47,0.0,0.22,0.35,ENFP
蛋仔今天一直嘲笑我。我鼻子和嗓子不舒服，哼哼了几下，她面无表情地也哼哼几下。气死我了，我抓着她就打，她还一直笑。所以她说我感冒比昨天更严重了，我说因为你不愿意抱着我睡觉。她说昨天没睡好，我也说因为你不愿意抱着我睡觉。 ,0.63,0.0,0.0,0.07,0.31,0.0,ENTP
游戏真的可以很好地转移我的注意力谢谢w的游戏我真的很需要就这样子算了吧 ,0.19,0.0,0.42,0.12,0.47,0.0,INFJ
[name]啊[name] cp粉真的能嗑上天 sherry与阿钉[num]的微博视频 ,0.0,0.0,0.6,0.15,0.0,0.25,ISTP
#[num]届快女 最癫的选秀#[num]从头追到尾，基本没有不喜欢的人，尤其喜欢[name] ,0.0,0.06,0.76,0.09,0.07,0.0,ENTP
点心妹妹真的比美女好太多了 美女有点太高冷了 感觉难以接近 让我望而却步 而我跟妹妹相处时 她总会主动挑起话题和我交流 显得和善很多 ,0.0,0.0,0.97,0.07,0.11,0.0,ISFP
可是k歌开场我就爱用这些土嗨的歌啊作为假期在家天天k歌的人，以我丰富的经验眉飞色舞绝绝子，死了都要爱（边唱边笑那种[name]还能上得去）……这些都特别特别能热场！主要还是得靠我和姐姐会带氛围 ,0.1,0.0,0.96,0.0,0.0,0.0,ENFP
猫后背上的毛颜色越长越深，已经从刚来时候的浅乳色渐层变成偏红金了（？），而且还不长胖，啥时候发腮啊愁死了 ,0.19,0.0,0.0,0.16,0.53,0.1,INFP
九年前的今天出差[address]，两年前的今天出差[address]，因华北地区今明两天的暴雪本该今天出差[address]的临时决定昨天提前来了。 [num].[num]这个日子不是在出差就是在出差的路上。 ,0.11,0.0,0.12,0.22,0.45,0.13,INFJ
上线看见咱大小姐又怨天怨地了，好萎，我嘞个老天爷，怎么回归现实生活拿起笔也萎萎的，不知道写什么好了。互联网追星也萎萎的。 ,0.59,0.0,0.0,0.0,0.54,0.0,ENTP
梦见舍友是自己的两位好朋友，好幸福的大学生活，好幸福的梦。 ,0.12,0.0,0.93,0.05,0.0,0.0,INFJ
我去 我要被我自己笑死了 自己看timeless的mv 看半天 就在找我就认的那么两三那个人的脸 甚至还对上了安成民 很确信那就是他 但是后头看lip gloss越看越不对 感觉我找不到他了 我说怎么不对头 想起来我他们是在看the boyz啊 神经。。。所以我怎么对上的之前？ ,0.21,0.0,0.09,0.06,0.16,0.26,ENFJ
郭虹旭[num]晚 翻国王棋 sd和[name]有胜算的吧但是不多！让我们期待[num]号巅峰对决🤲友情提示，，（）有风险（）需谨慎，，🤚 叹墨空的微博视频 ,0.0,0.11,0.42,0.39,0.06,0.0,ISFJ
怎么会有小孩把陌生人（我）当成扶手怎么会有家长自己不牵着自己生的小孩怎么会有家长默许自己的孩子把着陌生人（我）这让本来就讨厌小孩的我更讨厌小孩了我把我的经历说给我妈听但是因为我妈喜欢小孩觉得这没什么大不了的让本来就很生气的我更生气了 ,1.0,0.0,0.0,0.0,0.11,0.0,ISTP
#bilibili# 漫漶灯火的视频[num]-真正的自由【混剪】斯拉沃热·齐泽克|责任|意义|爱情|选择|痛苦|命运|宿命|必然|救赎 ,0.0,0.16,0.24,0.52,0.1,0.0,INTJ
死男人明天别拉着我老婆麦了 不是一起度假吗 拉着你老公上来麦好吗要来就给粉丝嗑点真的求求你了 别一边明目张胆跟男人ins还一副纵欲过度的死样子 一边还要吃麦麸的红利 别恶心我了这么爱晒你倒是官宣一下呢 ,1.0,0.0,0.0,0.0,0.0,0.0,INFP
“我认为，找伴侣就是要找一个能够在一起一句话不说，心里也能感到非常[address]的人。” ,0.0,0.0,0.41,0.57,0.0,0.0,ISTP
那天看个海王 旁边俩男的一直说海王他妈jian女的怎么能出轨说海王血统不纯正 血祭要分嫡出庶出 再多点儿深井冰日子会更加美好呢 ,0.42,0.0,0.45,0.14,0.14,0.09,ISTP
今日份社死瞬间师弟:师姐，rbl[num]是你在做吗？：不是，我都没听说过，一点都不耳熟诶然后我导：，你把rbl[num]跟进一下：这是个啥？我导：就是我上次跟你说的那个……然后死去的回忆开始浮现啊啊啊啊啊啊😦 ,0.09,0.15,0.1,0.13,0.16,0.27,ISFP
上课一个半小时激情❤️🔥k🎤[num]首然后还没k完老师的声音“唱”the beast 还能被系统评价为perfect#腾讯音乐由你榜#😋the beast😎#the beast-[name][音乐]# ,0.0,0.0,0.71,0.15,0.08,0.07,INFP
即便自己已经厌烦了相亲，却又不得不一次次相。心里还是抱着总会成功的。总有一次会等来适合自己的人。 ,0.0,0.0,0.88,0.0,0.17,0.0,INTP
突然的难受就是因为看到爸妈的忙碌，自己却帮不上一点儿忙的无力感吧！昨天一天忙着妹妹的开学，今天[num]岁的爸爸带着[num]岁的爷爷去医院看病，而[num]岁的我在两千公里外准时[num]点半下班。我要是再长大点、再有能力点就好了 ,0.18,0.0,0.12,0.0,0.84,0.0,ENFP
每日感叹镜子为什么不能截图今天高冷妮妮听到声音隔着手机来蹭我闻我整个心软软，想吸猫的瘾达到了顶峰，想念妮妮身上的味道 ,0.19,0.07,0.24,0.0,0.54,0.0,INFP
讨论院人熟悉程度和领嗑[num]有什么区别。。现在熟不熟的最后都会变不熟的啊，包括[num]，但重点在于等到院哪天散了，再也没有频繁的工作交集，很多年后[num]琴律彩的人生履历里只会留下院，不会留下院里的任何一个人。而院ip关停之后还是无法消除其中某个人的影响永远成为彼此人生一个部分的，只会是我们[num]这对怨侣。,0.08,0.0,0.06,0.49,0.47,0.06,INFP
梦里见过无数次的场景#[name] 香奈儿# #[name]巴黎时装周# #[name]香奈儿品牌形象大使# 是一只吃吃猹的微博视频 ,0.0,0.09,0.32,0.47,0.09,0.21,ISFP
舍不得你呢 希望你去新家了也要好好给人记录下开心时刻 希望新的主人能像我这样爱惜你 谢谢你陪我度过很长一段时间！也记录下我开心的每一刻 拜拜 ,0.0,0.0,0.96,0.0,0.05,0.0,ISFP
人生好神奇，发现[num]年前的今天，我也去逛了超市吃了榴莲，拍了日落 ,0.0,0.0,0.71,0.0,0.05,0.27,ISFJ
看到一个up教英音，说话上嘴唇不动，笑死我了弹幕全在刷老婆，害得我又去看电影盯着老婆小嘴看，非常好我亲烂 ,0.14,0.0,0.85,0.0,0.0,0.16,ISTJ
我看驼有一顶[num]brand的帽子戴着好好看我好喜欢，可是我又舍不得再花一百多去买帽子了驼穿什么我喜欢什么 ,0.1,0.0,0.56,0.0,0.47,0.09,ESTJ
数据分析是我一生的恨(其实是我统计学没好好学  太菜罢了) ,0.36,0.0,0.0,0.13,0.5,0.0,ENFP
#古希腊掌管创意的神#终于知道为什么大家都说大学生是古希腊掌管创意的神，因为他们真的很聪明，这脑洞也太大了吧  ,0.0,0.0,0.5,0.08,0.0,0.5,INFP
[name][name] [name]感觉真的爱上会跟他妈一脉相承，疑心病重的哀怨妻子，一天查岗[name]十四五次，[name]跟朋友去打球就坐在篮球场外看书，把来看[name]的女生全部吸引到自己身上，回家以后阴阳怪气，说怎么了你今天开屏的高兴吗 ,0.37,0.08,0.21,0.08,0.23,0.15,ENTP
拍完抖音再用原相机属实虐心。。。。。为什么我不能活在滤镜里！！！抖音拍的压根不用p，原相机我不p不敢发 ,0.93,0.07,0.0,0.0,0.21,0.0,INFP
#我的超话卡册##遇见心动时刻#夏日的光，在柔软的云朵下翻飞，折出朦胧的光，像极了寻找初心的人，和@x玖少年团肖战daytoy [name]一起，缘聚于此，相伴启程，共享灿烂人生!电视剧骄阳伴我的微博视频 ,0.06,0.0,0.82,0.14,0.0,0.06,INFP
#[name]义工作室道歉#又是羡慕别人有工作室的一天 孟姐工作室真的好好 好负责 我们小田宝宝什么时候才有工作室 ,0.27,0.0,0.18,0.0,0.46,0.13,ENFP
有种心好累啊，不想活了的感觉想想，确实也没什么活着的诱惑。活着也没什么盼头难受啊没办法解决，也发泄不出来。胸口闷着一口气，特别压抑，对乳腺很不好的样子 ,0.24,0.0,0.0,0.0,0.84,0.0,INFJ
爸爸有妈妈陪，妈妈有爸爸陪弟弟有朋友有自己热爱的事陪姐姐也有家人陪我白天乐呵呵 晚上哭唧唧 ,0.09,0.0,0.32,0.0,0.73,0.0,INFP
我服了昨天登的微博大号以为自己登的微博小号然后用大号微博转发的微博小号蠢 ,0.9,0.0,0.0,0.1,0.0,0.19,ENFP
好吧其实就是不断地把不适合的人归入人海的过程最近是有些累了陷入了一种要努力认识新人的漩涡然而实际上 真正的爱情到来时应该是不经意的 不刻意的准备出门散散心了希望我会有属于自己的好运～ ,0.0,0.0,0.87,0.0,0.18,0.0,ENFJ
带着狗和我妈开了一个小时车到[address]水街，高架桥立交桥给我开的满头大汗，汗流浃背，结果就这？？好荒凉 [address]·水街(日丽中路) ,0.18,0.08,0.0,0.05,0.55,0.2,INFJ
